"","X","participant","session_code","condition","distribution","chain","generation","parent","word0","word1","round","final_round","converged","correct_mapping","produced_mapping","score","trainset","testset","trainresponses","testresponses","trainresponse_changes","testresponse_changes","train_RTs","test_RTs","duration_consent","duration_callback","duration_comprehension","duration_instruction","duration_round","duration_experiment","whole_experiment","jointime_webapp2","jointime_user","jointime_user_UTC","comprehension_tries","experiment","created","bonused","system1024","system512","system1024_input","system512_input","N_boundaries","N_boundaries_input","N_boundaries_change","n_label1","n_label1_input","n_label1_change","p_input","p_output","p_change","trajectory","iteration"
"400",410,"iL891166","s11882629","I","L",NA,NA,NA,"vit","lem",6,FALSE,FALSE,"1,1,1,1,1,1,1,0,0,1","1,1,1,1,1,1,1,1,1,0",7,"5,3,0,0,7,3,6,4,1,0,1,3,5,2,2,8,1,9,0,0,0,1,2,4,0,0,0,1,0,2","3,8,6,4,2,7,9,0,5,1","1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1","1,1,1,1,1,1,0,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1343,873,783,900,7323,935,1497,834,846,857,731,808,1220,807,820,1200,1075,2171,696,744,837,739,725,878,854,1861,933,755,836,1634","1248,1592,1026,894,882,2343,2189,832,1106,1071",13649,666,97623,18111,225230,1530758,NA,"19:20:53 01/22/20 UTC","Wed Jan 22 2020 14:20:51 GMT-0500 (Eastern Standard Time)","19:20:51 01/22/20 UTC",0,"category_change_2","19:46:09 01/22/20 UTC","no","1111111110","1111111110","1111111001","1111111001",1,2,-1,9,8,1,0.2,0.1,-0.1,"s11882629",6
"401",411,"cU778354","s18830289","C","U",2,2,"cU476892","buv","kal",1,TRUE,FALSE,"0,1,0,0,1,0,1,1,0,1","1,0,0,1,1,1,0,0,1,0",2,"5,9,6,1,8,5,5,4,4,3,9,7,6,3,2,6,1,2,3,8,1,0,7,0,2,0,7,8,4,9","2,8,6,5,7,3,9,0,1,4","0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,0,0","0,1,0,1,0,1,0,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","3235,2961,2469,1285,2960,1394,1811,2118,1097,2169,1484,1488,1533,1209,1647,1418,1698,1202,1428,2060,2036,1585,1223,1019,2525,1527,819,1730,1987,1943","1337,1355,1578,2622,1280,1689,1318,1201,1175,986",22857,700,63064,42508,260651,389780,"6","19:29:27 01/22/20 UTC","Wed Jan 22 2020 15:29:34 GMT-0400 (hora de Venezuela)","19:29:34 01/22/20 UTC",0,"category_change_2","19:35:34 01/22/20 UTC","no","1001110010","1001110010","0100101101","1011010010",5,7,-2,5,5,0,0.5,0.5,0,"2",2
"402",412,"iR385746","s77416965","I","R",NA,NA,NA,"seb","nuk",3,FALSE,FALSE,"0,0,0,1,1,1,1,1,1,1","1,1,1,1,1,1,1,1,1,1",7,"9,6,1,8,9,4,9,9,9,2,9,6,7,4,8,9,8,8,9,8,5,6,7,3,7,5,0,9,7,9","3,8,1,2,6,5,0,4,7,9","1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1","1,1,1,1,1,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","3810,1174,924,2192,994,608,1387,806,582,1246,1287,1092,1811,1058,830,962,957,1322,597,1150,2262,2241,2473,1307,3241,2305,1675,3756,1508,1233","1372,606,1242,659,757,693,711,519,496,509",12782,165,43470,1506,243168,826106,NA,"19:20:45 01/22/20 UTC","Wed Jan 22 2020 13:20:45 GMT-0600 (Central Standard Time)","19:20:45 01/22/20 UTC",0,"category_change_2","19:34:19 01/22/20 UTC","no","1111111111","1111111111","0001111111","1110000000",0,1,-1,10,3,7,0.3,0,-0.3,"s77416965",3
"403",413,"cL787230","s60634320","C","L",41,2,"cL684027","vit","lem",1,TRUE,FALSE,"0,0,1,1,1,0,1,0,0,0","0,1,1,1,0,0,0,0,0,0",7,"4,5,0,0,1,2,0,6,2,9,2,0,7,3,5,4,0,0,0,8,1,3,1,2,1,0,3,0,0,1","5,4,7,6,0,8,1,9,3,2","0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1","0,0,0,0,0,0,1,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1599,1252,1376,1819,1869,2426,1195,2428,1617,2160,2268,1503,1669,1277,1228,1254,2931,1831,1322,2921,2683,1418,1437,2060,1339,3391,1355,5153,1193,1322","4232,1115,1068,809,3597,2239,2957,1692,1226,892",10607,278,42752,22612,255153,331402,"6","19:28:02 01/22/20 UTC","Wed Jan 22 2020 13:28:02 GMT-0600 (Central Standard Time)","19:28:02 01/22/20 UTC",0,"category_change_2","19:33:23 01/22/20 UTC","no","0111000000","1000111111","0011101000","1100010111",2,4,-2,7,6,1,0.4,0.3,-0.1,"41",2
"404",414,"cR826505","s35619481","C","R",21,3,"cR373662","pon","fud",1,TRUE,FALSE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,0,1,0,1,1,1",8,"9,6,5,7,8,9,8,0,1,9,9,8,4,6,7,2,8,4,7,9,6,3,8,9,9,9,7,9,9,5","4,5,0,2,1,8,6,9,3,7","1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0","0,1,0,0,0,1,0,1,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","2866,2416,2224,1929,2221,1248,753,2053,3610,1928,3440,2555,1712,1196,1883,1143,1061,1824,1267,1165,1364,1983,1017,976,1076,659,689,844,941,1182","1533,861,1061,1400,1446,1150,1415,1800,5285,1354",14309,592,41963,14797,256119,327780,"5","19:42:47 01/22/20 UTC","Wed Jan 22 2020 13:43:07 GMT-0600 (Central Standard Time)","19:43:07 01/22/20 UTC",0,"category_change_2","19:48:01 01/22/20 UTC","no","0000010111","1111101000","0000001111","1111110000",3,1,2,6,6,0,0.4,0.4,0,"21",3
"405",415,"iU223651","s32656971","I","U",NA,NA,NA,"buv","kal",5,FALSE,FALSE,"0,0,0,0,0,1,1,0,1,0","0,0,0,0,0,1,1,1,0,0",8,"4,0,0,1,3,1,6,2,9,5,3,1,7,2,7,8,6,6,7,4,4,9,5,0,8,8,5,9,2,3","0,8,6,3,2,7,9,4,5,1","0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0","0,0,1,0,0,1,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","0,1,1,0,0,0,0,0,0,0","960,960,666,589,746,631,1606,962,1281,1351,1024,835,997,689,1140,1316,721,841,588,533,977,893,1031,670,1031,659,915,907,815,527","658,1177,518,647,1066,787,732,372,1042,659",6430,350,24168,6152,202388,1141040,NA,"19:19:23 01/22/20 UTC","Wed Jan 22 2020 14:18:01 GMT-0500 (Eastern Standard Time)","19:18:01 01/22/20 UTC",0,"category_change_2","19:38:18 01/22/20 UTC","no","0000011100","1111100011","0000011010","1111100101",2,4,-2,7,7,0,0.3,0.3,0,"s32656971",5
"406",416,"iU802652","s67149053","I","U",NA,NA,NA,"vit","lem",7,FALSE,FALSE,"1,1,0,0,1,1,0,0,1,0","1,0,0,0,0,1,0,1,0,1",5,"6,5,9,2,8,2,3,8,3,7,3,4,7,5,5,1,9,1,7,1,9,6,0,2,4,8,0,4,0,6","3,2,6,5,7,4,1,0,9,8","0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1","0,0,0,1,1,0,0,1,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","456,372,319,506,409,370,377,263,261,400,254,287,283,292,228,259,261,240,238,419,706,276,306,353,249,283,279,256,309,681","823,456,317,250,281,236,271,237,1309,462",5902,216,33400,2239,183938,1354698,NA,"19:25:31 01/22/20 UTC","Wed Jan 22 2020 13:25:30 GMT-0600 (Central Standard Time)","19:25:30 01/22/20 UTC",0,"category_change_2","19:48:00 01/22/20 UTC","no","1000010101","1000010101","1100110010","1100110010",6,5,1,4,5,-1,0.5,0.4,-0.1,"s67149053",7
"407",417,"iU418586","s31683497","I","U",NA,NA,NA,"dap","mig",3,TRUE,TRUE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,0,0,1,1,1,1",10,"8,6,9,1,3,3,9,3,5,7,0,1,7,6,0,2,0,4,5,5,9,7,4,2,2,8,6,1,4,8","8,4,7,9,6,5,0,3,1,2","1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1","1,0,1,1,1,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","858,903,737,733,944,805,579,894,7110,789,2219,4249,6831,1055,808,940,980,995,1280,1002,787,1501,10252,3324,10846,5504,3276,1952,4908,2874","1087,925,515,719,691,523,871,663,586,580",6409,132,76835,44171,320901,929910,"15","19:24:12 01/22/20 UTC","Wed Jan 22 2020 14:24:12 GMT-0500 (Eastern Standard Time)","19:24:12 01/22/20 UTC",0,"category_change_2","19:39:35 01/22/20 UTC","no","0000001111","1111110000","0000001111","1111110000",1,1,0,6,6,0,0.4,0.4,0,"s31683497",3
"408",418,"iL454961","s84363777","I","L",NA,NA,NA,"seb","nuk",2,TRUE,TRUE,"1,1,1,1,1,1,1,0,0,0","1,1,1,1,1,1,1,0,0,0",10,"8,5,0,1,1,0,0,4,1,0,2,3,1,6,0,3,2,1,7,4,0,0,0,2,5,0,0,2,9,3","0,6,9,7,1,8,5,4,3,2","0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1","1,1,0,0,1,0,1,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","0,0,1,0,0,1,0,0,0,0","658,475,460,502,20864,9287,456,979,521,459,382,661,381,769,578,448,554,220,437,697,528,496,431,545,690,508,521,697,687,590","381,729,220,914,47,180,664,541,308,261",100445,200,85562,7487,209241,3297834,"55","19:24:23 01/22/20 UTC","Wed Jan 22 2020 14:24:20 GMT-0500 (Eastern Standard Time)","19:24:20 01/22/20 UTC",0,"category_change_2","20:17:40 01/22/20 UTC","no","1111111000","1111111000","1111111000","1111111000",1,1,0,7,7,0,0.3,0.3,0,"s84363777",2
"409",419,"iU802652","s67149053","I","U",NA,NA,NA,"vit","lem",3,FALSE,FALSE,"0,0,1,0,0,0,1,1,1,0","1,0,1,0,0,0,0,1,1,0",8,"6,5,8,9,7,9,7,9,1,7,2,0,5,6,0,2,8,2,8,6,0,4,5,1,3,3,1,4,4,3","9,2,7,0,3,1,4,8,5,6","1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0","0,1,1,1,0,0,0,1,0,0","0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","675,565,659,1321,748,1223,627,487,629,770,749,497,581,781,720,749,389,456,549,1011,626,753,973,1688,897,510,512,937,570,609","560,593,365,368,295,340,439,329,353,536",5902,216,33400,2239,192910,630159,NA,"19:25:31 01/22/20 UTC","Wed Jan 22 2020 13:25:30 GMT-0600 (Central Standard Time)","19:25:30 01/22/20 UTC",0,"category_change_2","19:35:55 01/22/20 UTC","no","1010000110","1010000110","0010001110","1101110001",5,4,1,4,6,-2,0.4,0.4,0,"s67149053",3
"410",420,"iR612907","s24305210","I","R",NA,NA,NA,"buv","kal",8,TRUE,FALSE,"1,1,0,1,0,1,0,1,0,0","1,1,0,0,1,1,1,1,0,0",7,"3,5,8,6,9,9,7,7,7,6,0,7,2,9,1,8,9,9,9,9,9,8,4,5,6,8,8,9,9,4","7,6,8,9,3,4,5,2,1,0","0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1","1,1,0,0,0,1,1,0,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0","0,0,0,0,0,1,1,0,0,0","1305,4172,621,1221,665,495,484,677,648,874,1424,622,2377,538,1041,644,459,570,854,488,565,1193,829,426,545,697,924,629,605,1765","4130,2196,935,487,1142,670,1238,790,1591,932",7523,266,27594,10476,210454,1657850,"28","19:23:07 01/22/20 UTC","Wed Jan 22 2020 14:23:13 GMT-0500 (Eastern Standard Time)","19:23:13 01/22/20 UTC",0,"category_change_2","19:50:37 01/22/20 UTC","no","1100111100","1100111100","1101010100","1101010100",3,7,-4,6,5,1,0.5,0.4,-0.1,"s24305210",8
"411",421,"cL775893","s56305536","C","L",33,6,"cL715375","buv","kal",1,TRUE,FALSE,"1,1,1,0,0,0,0,0,0,0","1,1,1,1,0,0,0,0,0,0",9,"6,0,1,0,2,5,4,8,0,0,2,4,1,5,0,0,9,0,0,0,2,1,1,2,3,3,3,1,0,7","5,2,4,9,3,1,8,7,6,0","1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0","0,1,0,0,1,1,0,0,0,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,1,0,0,0,0,0,0","9478,3538,4308,1189,4414,5357,2117,4280,925,5360,4702,1818,1693,2019,2614,846,2477,2034,3789,1988,13826,1764,2874,6954,3153,2490,2906,1971,1623,4971","1690,3962,1459,11033,2453,3954,6972,2526,4258,4153",5076,166,45550,2018,331264,384075,"6","19:56:38 01/22/20 UTC","Wed Jan 22 2020 11:56:40 GMT-0800 (Pacific Standard Time)","19:56:40 01/22/20 UTC",0,"category_change_2","20:02:57 01/22/20 UTC","no","1111000000","1111000000","1110000000","1110000000",1,1,0,4,3,1,0.3,0.4,0.1,"33",6
"412",422,"iR887691","s77996057","I","R",NA,NA,NA,"buv","kal",5,FALSE,FALSE,"0,0,0,0,0,0,0,0,0,0","0,0,0,1,0,0,0,0,0,0",9,"8,6,8,3,0,9,8,9,4,7,9,8,9,5,7,1,7,4,9,9,6,6,9,9,7,9,8,9,5,2","1,9,8,6,0,2,5,4,7,3","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","0,0,0,0,0,0,0,0,0,1","0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","618,813,568,274,479,1473,796,1135,480,993,594,641,972,1753,1302,794,406,886,946,362,1378,494,430,305,331,843,431,263,509,1968","839,332,380,305,647,669,453,357,386,833",19034,316,48412,298375,187065,1303177,NA,"19:33:05 01/22/20 UTC","Wed Jan 22 2020 13:33:01 GMT-0600 (Central Standard Time)","19:33:01 01/22/20 UTC",0,"category_change_2","19:54:29 01/22/20 UTC","no","0001000000","1110111111","0000000000","1111111111",2,0,2,9,10,-1,0,0.1,0.1,"s77996057",5
"413",423,"iL922869","s86583336","I","L",NA,NA,NA,"pon","fud",3,FALSE,FALSE,"1,0,1,0,1,0,0,0,0,0","1,1,1,1,0,1,0,0,0,0",6,"2,1,3,0,1,4,1,3,5,0,1,0,2,5,1,2,0,0,0,0,8,4,0,9,6,0,3,2,0,7","1,9,0,5,2,4,7,8,3,6","1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0","1,0,1,1,1,0,0,0,1,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,1,0,0,0,0,0,0","952,670,1629,1187,994,987,9616,972,647,946,789,991,1137,706,799,730,902,773,647,726,904,749,1566,786,1381,738,692,603,876,570","1316,628,968,647,665,873,598,598,726,637",7070,166,48032,12002,199696,726271,NA,"19:20:08 01/22/20 UTC","Wed Jan 22 2020 13:20:07 GMT-0600 (Central Standard Time)","19:20:07 01/22/20 UTC",0,"category_change_2","19:32:07 01/22/20 UTC","no","1111010000","1111010000","1010100000","1010100000",3,5,-2,5,3,2,0.3,0.5,0.2,"s86583336",3
"414",424,"iU418586","s31683497","I","U",NA,NA,NA,"dap","mig",1,FALSE,FALSE,"0,0,0,0,1,1,1,1,1,0","0,0,0,0,0,1,1,1,1,1",8,"6,1,6,0,5,9,3,4,6,3,9,7,3,2,9,5,5,0,2,8,7,7,1,4,0,4,8,1,8,2","2,5,3,8,7,1,6,9,4,0","1,0,1,0,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0","0,1,0,1,1,0,1,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1677,1227,886,711,624,1234,1604,710,778,880,729,1221,952,979,2315,3164,3646,12394,1386,1393,682,6840,12619,2016,678,2484,1201,818,1205,7399","893,886,729,690,651,568,654,550,559,461",6409,132,76835,44171,256080,383626,NA,"19:24:12 01/22/20 UTC","Wed Jan 22 2020 14:24:12 GMT-0500 (Eastern Standard Time)","19:24:12 01/22/20 UTC",0,"category_change_2","19:30:29 01/22/20 UTC","no","0000011111","1111100000","0000111110","1111000001",1,2,-1,5,5,0,0.5,0.5,0,"s31683497",1
"415",425,"iU451337","s41263742","I","U",NA,NA,NA,"vit","lem",1,FALSE,FALSE,"0,1,1,1,1,0,1,0,0,0","1,1,1,1,0,1,1,0,0,0",7,"1,9,8,3,2,5,1,9,6,4,2,8,6,5,2,0,7,8,4,6,0,9,3,4,1,3,0,7,7,5","7,5,6,4,0,2,1,8,9,3","0,0,0,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0","0,1,1,0,1,1,1,0,0,1","0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1872,1920,2134,2226,862,2187,2824,1298,2889,1706,2209,1068,1820,2943,1686,1236,966,1225,2020,4541,1375,1010,4050,2524,1186,2312,2851,4136,5837,5381","6060,2781,1628,934,1595,2819,2808,1266,909,2965",70842,716,85284,34554,287861,479256,NA,"19:22:38 01/22/20 UTC","Wed Jan 22 2020 14:22:36 GMT-0500 (Eastern Standard Time)","19:22:36 01/22/20 UTC",0,"category_change_2","19:29:26 01/22/20 UTC","no","1111011000","1111011000","0111101000","1000010111",3,4,-1,6,5,1,0.5,0.4,-0.1,"s41263742",1
"416",426,"iU971472","s75976792","I","U",NA,NA,NA,"dap","mig",5,FALSE,FALSE,"1,0,1,0,0,0,1,1,1,1","1,0,0,0,0,0,1,1,1,1",9,"8,3,9,7,5,6,0,2,4,4,7,4,1,6,8,7,9,0,8,1,5,2,3,5,9,6,1,2,0,3","0,9,5,6,1,2,7,3,4,8","1,0,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0","1,1,0,1,0,0,1,0,0,1","0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1136,2660,1860,1162,2138,1886,936,1826,2293,1785,944,2048,759,1461,992,1389,844,942,1296,2006,1252,1158,1537,1461,923,1318,1170,1080,1554,1196","1204,1091,4820,1698,3279,1555,1044,1148,1278,920",7632,234,110620,78310,224142,1366621,NA,"19:20:57 01/22/20 UTC","Wed Jan 22 2020 11:20:59 GMT-0800 (Pacific Standard Time)","19:20:59 01/22/20 UTC",0,"category_change_2","19:43:36 01/22/20 UTC","no","1000001111","1000001111","1010001111","1010001111",2,4,-2,5,6,-1,0.4,0.5,0.1,"s75976792",5
"417",427,"iR638866","s77186034","I","R",NA,NA,NA,"gos","tef",3,FALSE,FALSE,"0,0,0,1,1,1,1,1,1,1","0,0,1,1,1,1,1,1,1,1",9,"2,9,9,8,8,5,9,6,9,6,1,8,7,8,7,8,6,3,9,9,9,9,9,7,4,4,0,7,5,9","8,6,3,0,4,9,1,7,2,5","1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1","1,1,1,0,1,1,0,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","4145,1013,986,1014,820,1114,1030,1085,1062,1027,1164,1092,989,892,820,956,1257,1880,1175,1206,1161,1035,889,1034,1325,1291,1377,1178,1042,1292","1035,968,1335,1285,1165,947,1222,895,9285,961",7817,167,41647,30858,228848,797079,NA,"19:20:13 01/22/20 UTC","Wed Jan 22 2020 14:20:13 GMT-0500 (Eastern Standard Time)","19:20:13 01/22/20 UTC",0,"category_change_2","19:33:23 01/22/20 UTC","no","0011111111","1100000000","0001111111","1110000000",1,1,0,2,3,-1,0.3,0.2,-0.1,"s77186034",3
"418",428,"iU908620","s22011643","I","U",NA,NA,NA,"pon","fud",4,FALSE,FALSE,"0,0,0,0,0,0,1,1,1,1","0,0,0,0,0,1,1,1,1,1",9,"6,9,1,4,2,5,0,7,2,2,5,9,4,3,7,4,7,6,8,1,1,5,6,8,8,9,0,0,3,3","9,1,5,8,3,7,6,0,2,4","1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0","1,0,1,1,0,1,1,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","1070,622,648,541,804,889,742,723,490,573,804,795,656,612,835,521,606,626,639,517,821,1672,588,639,872,556,642,773,627,505","771,837,732,777,845,777,747,589,615,630",16479,331,18956,9392,217723,855762,NA,"19:23:23 01/22/20 UTC","Wed Jan 22 2020 14:23:22 GMT-0500 (Eastern Standard Time)","19:23:22 01/22/20 UTC",0,"category_change_2","19:37:22 01/22/20 UTC","no","0000011111","1111100000","0000001111","1111110000",1,1,0,5,6,-1,0.4,0.5,0.1,"s22011643",4
"419",429,"iU802652","s67149053","I","U",NA,NA,NA,"vit","lem",2,FALSE,FALSE,"1,0,0,0,1,0,0,1,0,1","0,0,1,0,0,0,1,1,1,0",4,"0,3,8,5,2,5,6,3,6,8,8,1,4,7,0,1,9,3,2,0,9,6,5,4,4,7,9,2,1,7","9,6,0,4,1,8,2,7,3,5","0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0","0,1,0,0,0,1,1,1,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","397,323,1744,286,309,306,360,296,785,536,323,361,448,343,330,689,522,659,807,702,791,1593,867,779,553,536,457,493,981,637","888,684,1064,470,1128,429,506,589,1053,436",5902,216,33400,2239,190740,435997,NA,"19:25:31 01/22/20 UTC","Wed Jan 22 2020 13:25:30 GMT-0600 (Central Standard Time)","19:25:30 01/22/20 UTC",0,"category_change_2","19:32:41 01/22/20 UTC","no","0010001110","1101110001","1000100101","1000100101",4,6,-2,6,4,2,0.4,0.4,0,"s67149053",2
"420",430,"iR703390","s81267137","I","R",NA,NA,NA,"vit","lem",5,FALSE,FALSE,"1,0,0,0,0,0,0,0,0,0","1,1,0,1,0,0,0,0,0,0",8,"8,9,6,5,1,8,7,3,9,8,0,9,7,8,4,9,2,9,9,9,6,9,5,7,6,7,9,9,8,4","6,8,7,0,1,3,5,9,2,4","0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1","0,0,0,1,1,1,0,0,0,0","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","818,355,11051,436,768,3892,509,856,700,670,886,577,708,688,1895,854,376,669,519,608,507,587,477,748,759,829,889,706,744,1332","785,874,761,1354,1436,926,418,462,1241,823",12689,216,24977,14800,212315,1204947,NA,"19:23:25 01/22/20 UTC","Wed Jan 22 2020 13:23:25 GMT-0600 (Central Standard Time)","19:23:25 01/22/20 UTC",0,"category_change_2","19:43:17 01/22/20 UTC","no","1101000000","1101000000","1000000000","1000000000",3,1,2,3,1,2,0.1,0.3,0.2,"s81267137",5
"421",431,"iL461619","s81643063","I","L",NA,NA,NA,"vit","lem",7,FALSE,FALSE,"1,1,1,1,1,1,1,1,1,0","1,1,1,1,1,1,1,1,0,1",8,"3,0,2,0,4,0,1,0,0,5,9,3,0,1,8,2,1,3,1,7,2,6,0,5,0,2,0,0,4,1","9,6,8,3,4,0,1,2,5,7","1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1","1,1,0,1,1,1,1,1,1,1","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,0,0,0,0,0,0,0","772,591,402,610,640,471,561,388,497,644,1888,388,386,1427,1113,379,437,380,521,1420,445,479,420,376,370,435,387,430,662,523","2659,642,1021,496,392,437,378,416,773,938",6298,200,32927,18556,185168,1460744,NA,"19:23:41 01/22/20 UTC","Wed Jan 22 2020 14:23:41 GMT-0500 (Eastern Standard Time)","19:23:41 01/22/20 UTC",0,"category_change_2","19:47:55 01/22/20 UTC","no","1111111101","1111111101","1111111110","1111111110",2,1,1,9,9,0,0.1,0.1,0,"s81643063",7
